DataStatus,UniqueID,DWR_REVISE,SYMB_CLASS,MULTIUSE,CLASS1,SUBCLASS1,SPECOND1,IRR_TYP1PA,IRR_TYP1PB,PCNT1,CLASS2,SUBCLASS2,SPECOND2,IRR_TYP2PA,IRR_TYP2PB,PCNT2,CLASS3,SUBCLASS3,SPECOND3,IRR_TYP3PA,IRR_TYP3PB,PCNT3,CLASS4,SUBCLASS4,SPECOND4,IRR_TYP4PA,IRR_TYP4PB,PCNT4,UCF_ATT,YR_PLANTED,SEN_CROP,ADOY_SEN,CROPTYP1,CTYP1_NOTE,ADOY1,CROPTYP2,CTYP2_NOTE,ADOY2,CROPTYP3,CTYP3_NOTE,ADOY3,CROPTYP4,CTYP4_NOTE,ADOY4,EMRG_CROP,ADOY_EMRG,REGION,ACRES,COUNTY,HYDRO_RGN,LIQ_REPORT,MAIN_CROP,MAIN_CROP_DATE,Shape_Length,Shape_Area
Final,3200092,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,43.38653062,Plumas,Sacramento River,P3   **** **** ****,P4,,0.018750009,1.84436E-05
Final,3200091,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,16.040292,Plumas,Sacramento River,P3   **** **** ****,P4,,0.010818941,6.84077E-06
Final,3200090,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,57.4244645,Plumas,Sacramento River,X    **** **** ****,X,,0.021407109,2.44426E-05
Final,3200089,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,11.12976432,Plumas,Sacramento River,P3   **** **** ****,P4,,0.010387027,4.74662E-06
Final,3200088,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,9.1096012,Plumas,Sacramento River,G6   **** **** ****,G6,,0.008875872,3.87491E-06
Final,3200087,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,164.9771295,Plumas,Sacramento River,P4   **** **** ****,P4,,0.037143615,7.05096E-05
Final,3200086,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,75.65807819,Plumas,Sacramento River,X    **** **** ****,X,,0.023735469,3.2175E-05
Final,3200084,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,50.2910008,Plumas,Sacramento River,P3   **** **** ****,P4,,0.020924103,2.14941E-05
Final,3200083,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,132.8204531,Plumas,Sacramento River,P1   **** **** ****,P1,,0.026987615,5.65019E-05
Final,3200082,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,118.5316794,Plumas,Sacramento River,P1   **** **** ****,P1,,0.028813853,5.04338E-05
Final,3200081,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,23.59363348,Plumas,Sacramento River,P4   **** **** ****,P4,,0.019469995,1.00291E-05
Final,3200080,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,174.542323,Plumas,Sacramento River,P4   **** **** ****,P4,,0.06166037,7.45951E-05
Final,3200079,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,100.4426921,Plumas,Sacramento River,P6   **** **** ****,P4,,0.035457654,4.29225E-05
Final,3200078,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,6.94514514,Plumas,Sacramento River,P6   **** **** ****,P4,,0.007283007,2.96206E-06
Final,3200077,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,19.19809445,Plumas,Sacramento River,P4   **** **** ****,P4,,0.01339569,8.21026E-06
Final,3200076,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,21.27677724,Plumas,Sacramento River,P3   **** **** ****,P4,,0.012452354,9.09422E-06
Final,3200075,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,3.3213893,Plumas,Sacramento River,P3   **** **** ****,P4,,0.009119468,1.41966E-06
Final,3200074,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,57.06412565,Plumas,Sacramento River,P6   **** **** ****,P6,,0.020685599,2.42691E-05
Final,3200073,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,128.0369659,Plumas,Sacramento River,P1   **** **** ****,P1,,0.026501233,5.4481E-05
Final,3200072,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,89.24629075,Plumas,Sacramento River,P4   **** **** ****,P4,,0.027573431,3.81458E-05
Final,3200071,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,140.0497439,Plumas,Sacramento River,P1   **** **** ****,P1,,0.027735192,5.95926E-05
Final,3200070,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,69.79345936,Plumas,Sacramento River,P4   **** **** ****,P4,,0.027103083,2.98372E-05
Final,3200069,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,71.70743309,Plumas,Sacramento River,P3   **** **** ****,P4,,0.02445862,3.06458E-05
Final,3200068,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,31.46610157,Plumas,Sacramento River,P3   **** **** ****,P4,,0.015733067,1.34519E-05
Final,3200066,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,26.71529058,Plumas,Sacramento River,P6   **** **** ****,P4,,0.013784775,1.14204E-05
Final,3200065,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,45.28456961,Plumas,Sacramento River,P4   **** **** ****,P4,,0.023810864,1.93658E-05
Final,3200064,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,21.47714285,Plumas,Sacramento River,P3   **** **** ****,P4,,0.012636255,9.14103E-06
Final,3200063,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,19.22987053,Plumas,Sacramento River,P4   **** **** ****,P4,,0.014780062,8.17475E-06
Final,3200062,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,86.2170486,Plumas,Sacramento River,P4   **** **** ****,P4,,0.026454841,3.68541E-05
Final,3200061,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,78.77636562,Plumas,Sacramento River,P3   **** **** ****,P4,,0.023907012,3.36653E-05
Final,3200060,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,123.1179809,Plumas,Sacramento River,P6   **** **** ****,P6,,0.026017253,5.24153E-05
Final,3200058,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,45.65506449,Plumas,Sacramento River,P3   **** **** ****,P4,,0.01766969,1.94314E-05
Final,3200057,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,15.76110993,Plumas,Sacramento River,P3   **** **** ****,P4,,0.010609904,6.70048E-06
Final,3200056,,I,S,**,**,*,*,*,**, I,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 1***00******************,,****,,****,****,,I1,****,,****,****,,****,****,,****,,NRO,71.39691722,Plumas,Sacramento River,I1   **** **** ****,I1,,0.02869308,3.03629E-05
Final,3200055,,I,S,**,**,*,*,*,**, I,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 1***00******************,,****,,****,****,,I1,****,,****,****,,****,****,,****,,NRO,9.52491319,Plumas,Sacramento River,I1   **** **** ****,I1,,0.012379806,4.07409E-06
Final,3200054,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,5.27851984,Plumas,Sacramento River,P3   **** **** ****,P4,,0.009917912,2.25569E-06
Final,3200053,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,5.86727832,Plumas,Sacramento River,P3   **** **** ****,P4,,0.008530333,2.50239E-06
Final,3200052,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,109.9485331,Plumas,Sacramento River,P4   **** **** ****,P4,,0.032631909,4.70155E-05
Final,3200051,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,10.14586482,Plumas,Sacramento River,P3   **** **** ****,P4,,0.010740269,4.33764E-06
Final,3200049,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,131.2453969,Plumas,Sacramento River,P1   **** **** ****,P1,,0.027061073,5.58754E-05
Final,3200048,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,150.3628331,Plumas,Sacramento River,P6   **** **** ****,P6,,0.02870834,6.39414E-05
Final,3200047,,I,S,**,**,*,*,*,**, I,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 4***00******************,,****,,****,****,,I4,****,,****,****,,****,****,,****,,NRO,2.05324498,Plumas,Sacramento River,I4   **** **** ****,I4,,0.003970575,8.777E-07
Final,3200046,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,84.76583825,Plumas,Sacramento River,P6   **** **** ****,P6,,0.021566073,3.60763E-05
Final,3200045,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,142.4396907,Plumas,Sacramento River,P3   **** **** ****,P4,,0.046488789,6.06421E-05
Final,3200044,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,5.59349945,Plumas,Sacramento River,P3   **** **** ****,P4,,0.008451924,2.39086E-06
Final,3200043,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,127.3976909,Plumas,Sacramento River,P1   **** **** ****,P1,,0.026472628,5.42167E-05
Final,3200042,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,16.15434532,Plumas,Sacramento River,P4   **** **** ****,P4,,0.013141422,6.90813E-06
Final,3200041,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,47.29593481,Plumas,Sacramento River,P3   **** **** ****,P4,,0.017865304,2.02264E-05
Final,3200040,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,36.18598455,Plumas,Sacramento River,P4   **** **** ****,P4,,0.021003405,1.54704E-05
Final,3200039,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,13.91472281,Plumas,Sacramento River,P6   **** **** ****,P6,,0.009881923,5.92446E-06
Final,3200038,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,11.50496255,Plumas,Sacramento River,P4   **** **** ****,P4,,0.01149223,4.92058E-06
Final,3200037,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,123.7619262,Plumas,Sacramento River,P6   **** **** ****,P6,,0.026061446,5.26838E-05
Final,3200036,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,51.44176052,Plumas,Sacramento River,P4   **** **** ****,P4,,0.020280017,2.19837E-05
Final,3200035,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,37.02568965,Plumas,Sacramento River,P3   **** **** ****,P4,,0.017312608,1.58222E-05
Final,3200034,,I,S,**,**,*,*,*,**, I,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 1***00******************,,****,,****,****,,I1,****,,****,****,,****,****,,****,,NRO,18.86837289,Plumas,Sacramento River,I1   **** **** ****,I1,,0.012008706,8.02605E-06
Final,3200033,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,58.50077363,Plumas,Sacramento River,G6   **** **** ****,G6,,0.021168381,2.50169E-05
Final,3200032,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,113.4446433,Plumas,Sacramento River,P3   **** **** ****,P4,,0.033016383,4.85048E-05
Final,3200031,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,10.95862516,Plumas,Sacramento River,P4   **** **** ****,P4,,0.008989981,4.67296E-06
Final,3200030,,I,S,**,**,*,*,*,**, I,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 4***00******************,,****,,****,****,,I4,****,,****,****,,****,****,,****,,NRO,35.71924464,Plumas,Sacramento River,I4   **** **** ****,I4,,0.015682406,1.52041E-05
Final,3200029,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,8.70964158,Plumas,Sacramento River,P4   **** **** ****,P4,,0.012443586,3.72453E-06
Final,3200028,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,22.31751544,Plumas,Sacramento River,P3   **** **** ****,P4,,0.016757075,9.5064E-06
Final,3200027,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,24.82098988,Plumas,Sacramento River,P4   **** **** ****,P4,,0.018860852,1.05787E-05
Final,3200026,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,86.51809343,Plumas,Sacramento River,P3   **** **** ****,P4,,0.025256652,3.70008E-05
Final,3200025,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,24.87055781,Plumas,Sacramento River,P4   **** **** ****,P4,,0.014518587,1.06093E-05
Final,3200024,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,57.76883532,Plumas,Sacramento River,P4   **** **** ****,P4,,0.02123498,2.46374E-05
Final,3200023,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,4.71565202,Plumas,Sacramento River,P3   **** **** ****,P4,,0.006704435,2.01566E-06
Final,3200022,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,63.87458803,Plumas,Sacramento River,P1   **** **** ****,P1,,0.022520033,2.71769E-05
Final,3200558,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,112.6617258,Plumas,Sacramento River,X    **** **** ****,X,,0.082981807,4.7941E-05
Final,3200490,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,68.00632352,Plumas,Sacramento River,P3   **** **** ****,P4,,0.04336174,2.90642E-05
Final,3200019,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,314.1912638,Plumas,Sacramento River,P4   **** **** ****,P4,,0.06741202,0.000134294
Final,3200018,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,124.6511795,Plumas,Sacramento River,P1   **** **** ****,P1,,0.026154107,5.30596E-05
Final,3200017,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,31.55835424,Plumas,Sacramento River,P4   **** **** ****,P4,,0.017853825,1.34953E-05
Final,3200016,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,52.49154194,Plumas,Sacramento River,P4   **** **** ****,P4,,0.01994621,2.23851E-05
Final,3200015,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,119.1745797,Plumas,Sacramento River,P3   **** **** ****,P4,,0.030747851,5.0931E-05
Final,3200014,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,19.56188189,Plumas,Sacramento River,P3   **** **** ****,P4,,0.013948063,8.32609E-06
Final,3200013,,I,S,**,**,*,*,*,**, I,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 1***00******************,,****,,****,****,,I1,****,,****,****,,****,****,,****,,NRO,14.66594262,Plumas,Sacramento River,I1   **** **** ****,I1,,0.017817941,6.2411E-06
Final,3200012,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,21.90026006,Plumas,Sacramento River,P3   **** **** ****,P4,,0.014697702,9.34232E-06
